Unnamed: 0,pl_rade,pl_bmasse,pl_dens,pl_orbper,pl_orbsmax,st_teff,st_rad,st_mass,st_met,sy_snum,sy_pnum,sy_dist,esi,p_habitable,pl_name,ra,dec,travel_time_years
1085,3.01,9.32,1.88,41.885775,0.229,5731.0,1.06,0.95,0.03,1,2,695.65,0.3546801216797846,1,Kepler-180 c,,,9075.70716907118
1086,2.709,7.8,2.16,10.44089985,0.0915,5738.0,0.98,0.94,-0.06,1,2,839.332,0.3680135212525086,1,Kepler-1801 b,,,10950.235678330844
1087,2.91,8.8,1.96,116.583183,0.4572,5738.0,0.98,0.94,-0.06,1,2,839.332,0.393108214943739,1,Kepler-1801 c,,,10950.235678330844
1088,1.671,3.43,4.04,15.45020008,0.0662,4245.0,0.64,0.65,0.0,1,2,636.694,0.5536024940694456,1,Kepler-1802 b,,,8306.545389642213
1089,2.322,6.0,2.63,33.13610077,0.1748,4245.0,0.64,0.65,0.0,1,2,636.694,0.4207807297104942,1,Kepler-1802 c,,,8306.545389642213
1090,1.596,3.18,4.3,12.28849983,0.1017,5109.0,1.67,0.93,0.1,1,1,434.456,0.5781058441721715,1,Kepler-1804 b,,,5668.073648883761
1091,1.545,3.0,4.47,8.84794044,0.0699,3867.0,0.55,0.58,0.1,1,1,221.639,0.5949123450555225,1,Kepler-1805 b,,,2891.584361741921
1092,3.025,9.4,1.87,23.3404007,0.1467,5530.0,0.89,0.77,-0.34,1,1,1022.01,0.3468938667416727,1,Kepler-1808 b,,,13333.520425303583
1093,1.513,2.9,4.6,3.7572999,0.0435,4901.0,0.72,0.81,0.04,1,1,409.602,0.6060476756656702,1,Kepler-1809 b,,,5343.819173242138
1094,1.27,2.15,5.77,3.137873,0.04,5333.0,0.75,0.85,-0.023,1,2,609.283,0.6961140256221112,1,Kepler-181 b,,,7948.931346356926
1095,1.99,4.62,3.22,4.302149,0.049,5333.0,0.75,0.85,-0.023,1,2,609.283,0.4679179324961676,1,Kepler-181 c,,,7948.931346356926
1096,2.37,6.21,2.56,2.93535996,0.0371,4922.0,0.82,0.79,0.2,1,2,726.346,0.4034652036996133,1,Kepler-1814 b,,,9476.178537233056
1097,1.76,3.75,3.78,0.62628177,0.0133,4922.0,0.82,0.79,0.2,1,2,726.346,0.5222382631162437,1,Kepler-1814 c,,,9476.178537233056
1098,1.968,4.53,3.27,91.50099945,0.3648,5051.0,0.71,0.79,-0.24,1,1,437.823,0.5061356982096498,1,Kepler-1816 b,,,5712.000776086037
1099,2.648,7.5,2.22,22.13339996,0.1416,5165.0,0.7,0.78,-0.32,1,1,897.597,0.3779011567030549,1,Kepler-1822 b,,,11710.382416210428
1100,1.422,2.61,4.99,1.02586997,0.0187,5123.0,0.85,0.83,0.14,1,1,430.254,0.6448635635136347,1,Kepler-1825 b,,,5613.252802877239
1101,1.475,2.78,4.76,1.61536002,0.0213,3821.0,0.49,0.49,-0.28,1,1,336.952,0.6213787817700921,1,Kepler-1826 b,,,4396.0004054235205
1102,2.479,6.71,2.42,5.18671989,0.0559,5230.0,0.78,0.87,0.0,1,1,679.921,0.3905864388426546,1,Kepler-1829 b,,,8870.500818086748
1103,1.227,2.02,6.01,3.13878989,0.037,5242.0,0.72,0.68,-0.54,1,1,486.174,0.6937422042776064,1,Kepler-1832 b,,,6342.805803516153
1104,1.459,2.73,4.83,4.60301018,0.0496,4821.0,0.79,0.77,0.16,1,2,500.395,0.6294532033054259,1,Kepler-1834 b,,,6528.338228803815
1105,1.22,1.98,5.99,0.76669152,0.015,4821.0,0.79,0.77,0.16,1,2,500.395,0.6959145173703382,1,Kepler-1834 c,,,6528.338228803815
1106,2.36,6.17,2.58,10.687576,0.092,5788.0,0.87,0.97,-0.196,1,3,610.326,0.4076778172903141,1,Kepler-184 b,,,7962.538710084867
1107,1.97,8.8,6.32,20.303005,0.141,5788.0,0.87,0.97,-0.196,1,3,610.326,0.5437599839111945,1,Kepler-184 c,,,7962.538710084867
1108,2.49,6.76,2.41,29.022358,0.179,5788.0,0.87,0.97,-0.196,1,3,610.326,0.3977981028205379,1,Kepler-184 d,,,7962.538710084867
1109,2.778,8.13,2.08,131.1900024,0.4644,4898.0,0.8,0.77,0.14,1,1,513.107,0.4108113645006612,1,Kepler-1840 b,,,6694.183682024878
1110,1.489,2.82,4.69,25.88599968,0.1606,5190.0,0.9,0.82,0.12,1,1,631.7,0.6232870566193526,1,Kepler-1841 b,,,8241.391818733939
1111,2.438,6.52,2.47,11.60649967,0.0885,4703.0,0.7,0.69,-0.14,1,1,710.724,0.3977050769100758,1,Kepler-1845 b,,,9272.368147819947
1112,1.764,3.76,3.77,14.82009983,0.1089,4825.0,0.73,0.79,0.08,1,1,374.615,0.5260418826380254,1,Kepler-1846 b,,,4887.365832159276
1113,1.409,2.57,5.05,5.60402012,0.0563,4847.0,0.74,0.76,0.0,1,1,309.696,0.6525956124965266,1,Kepler-1848 b,,,4040.4085494611777
1114,2.387,6.29,2.54,57.29290009,0.2597,4806.0,0.73,0.71,-0.1,1,1,631.884,0.4211667081518529,1,Kepler-1849 b,,,8243.792350781821
1115,1.17,1.71,5.87,1.6329,0.026,5208.0,0.81,0.81,0.16,1,2,466.735,0.7166484958895537,1,Kepler-185 b,,,6089.197420479318
1116,2.02,4.74,3.16,20.729042,0.139,5208.0,0.81,0.81,0.16,1,2,466.735,0.4675827053100477,1,Kepler-185 c,,,6089.197420479318
1117,0.729,0.313,4.44,1.3858,0.0206,4239.0,0.6,0.61,-0.22,1,1,250.199,0.6517979438194733,1,Kepler-1850 b,,,3264.1886839566455
1118,1.519,2.92,4.58,48.88819885,0.2395,4821.0,0.79,0.77,0.16,1,1,562.348,0.6201245695244818,1,Kepler-1853 b,,,7336.59997859964
1119,2.587,7.21,2.29,39.83110046,0.2119,5026.0,0.76,0.8,0.0,1,1,423.348,0.3907498198963453,1,Kepler-1854 b,,,5523.154572862713
1120,1.734,3.66,3.85,1.30200005,0.0215,4948.0,0.82,0.78,0.14,1,1,848.76,0.5296853428608649,1,Kepler-1856 b,,,11073.236853045146
1121,1.961,4.5,3.28,8.94340992,0.0807,6074.0,1.01,0.87,-0.54,1,1,853.275,0.4755576894807921,1,Kepler-1857 b,,,11132.141212807031
1122,1.07,1.24,5.56,3.8867907,0.0343,3788.0,0.47,0.48,-0.28,1,5,177.594,0.7650585248013174,2,Kepler-186 b,,,2316.957002780173
1123,1.25,2.1,5.91,7.267302,0.0451,3788.0,0.47,0.48,-0.28,1,5,177.594,0.6946834268343164,1,Kepler-186 c,,,2316.957002780173
1124,1.4,2.54,5.09,13.342996,0.0781,3788.0,0.47,0.48,-0.28,1,5,177.594,0.659498227507065,1,Kepler-186 d,,,2316.957002780173
1125,1.27,2.15,5.77,22.407704,0.11,3788.0,0.47,0.48,-0.28,1,5,177.594,0.7028145622255219,1,Kepler-186 e,,,2316.957002780173
1126,1.17,1.71,5.87,129.9441,0.432,3755.0,0.52,0.54,-0.26,1,5,177.594,0.7684943714111125,2,Kepler-186 f,,,2316.957002780173
1127,1.139,1.55,5.77,12.73719978,0.1021,5420.0,0.87,0.87,0.0,1,1,438.703,0.735023913299016,1,Kepler-1860 b,,,5723.481581532428
1128,1.577,3.11,4.36,2.52400994,0.0344,5420.0,0.87,0.85,-0.06,1,1,922.255,0.5812134732995103,1,Kepler-1865 b,,,12032.079803366265
1129,1.16,1.65,5.81,9.88735962,0.0872,5693.0,0.82,0.91,-0.24,1,1,680.583,0.72570899746925,1,Kepler-1867 b,,,8879.137514911194
1130,3.15,10.1,1.78,211.0339966,0.6266,4658.0,0.69,0.74,0.0,1,1,274.18,0.4267459036439318,1,Kepler-1868 b,,,3577.0536787406545
1131,1.12,1.46,5.72,8.16736031,0.0791,5808.0,0.9,0.99,-0.06,1,2,113.025,0.7419077723667439,1,Kepler-1869 b,,,1474.5659495209807
1132,0.74,0.33,4.47,1.7168283,0.028,5808.0,0.9,0.99,-0.06,1,2,113.025,0.6562198808877777,1,Kepler-1869 c,,,1474.5659495209807
1133,2.211,5.52,2.81,56.57320023,0.2633,4701.0,0.78,0.76,0.24,1,1,408.007,0.4466747262578263,1,Kepler-1874 b,,,5323.010213370553
1134,2.117,5.13,2.97,6.30921984,0.054,4380.0,0.53,0.52,-0.92,1,1,611.041,0.4440715513615279,1,Kepler-1880 b,,,7971.866864510061
1135,1.326,2.32,5.47,11.39169979,0.0956,5557.0,1.25,0.9,0.0,1,1,402.947,0.6980352987477138,1,Kepler-1888 b,,,5256.995582053798
1136,1.21,1.92,5.96,10.399931,0.088,5235.0,0.75,0.79,-0.02,1,2,591.534,0.7035551175972922,1,Kepler-189 b,,,7717.371328325094
1137,2.38,22.7,9.25,20.134866,0.137,5235.0,0.75,0.79,-0.02,1,2,591.534,0.3825166018753356,1,Kepler-189 c,,,7717.371328325094
1138,0.869,0.587,4.92,4.82059002,0.0563,6046.0,1.4,1.02,-0.16,1,1,529.596,0.7161467485279241,1,Kepler-1890 b,,,6909.305274076649
1139,1.521,2.93,4.57,4.02229023,0.0473,5516.0,0.83,0.87,-0.14,1,1,596.24,0.6030130297823061,1,Kepler-1891 b,,,7778.767544723641
1140,1.837,4.03,3.57,6.33123016,0.0633,5383.0,0.76,0.85,-0.22,1,1,851.595,0.5035127656274959,1,Kepler-1892 b,,,11110.223311500284
1141,1.201,1.87,5.93,2.76266003,0.0385,5772.0,0.9,1.0,0.0,1,2,935.191,0.7050642084521033,1,Kepler-1894 b,,,12200.847643428227
1142,1.21,1.92,5.96,5.05368985,0.0576,5772.0,0.9,1.0,0.0,1,2,935.191,0.7017218160861511,1,Kepler-1894 c,,,12200.847643428227
1143,0.934,0.76,5.13,4.76562023,0.0522,5702.0,1.12,0.84,-0.28,1,1,360.921,0.7474001826967888,1,Kepler-1898 b,,,4708.708843769625
1144,1.551,3.02,4.45,4.0957799,0.0457,4791.0,0.74,0.76,0.07,1,1,711.509,0.5911321498699478,1,Kepler-1899 b,,,9282.609548132921
1145,2.209,6.1,3.1,9.28699,0.0846,5541.0,0.86,0.94,-0.13,1,3,218.562,0.4405235374750325,1,Kepler-19 b,,,2851.440681789025
1146,3.68,13.1,1.44,28.731,0.176574,5544.0,0.86,0.94,-0.08,1,3,218.562,0.3147680424620402,1,Kepler-19 c,,,2851.440681789025
1147,1.56,3.05,4.41,2.019999,0.03,5106.0,0.8,0.86,0.02,1,2,433.387,0.5867188897832553,1,Kepler-190 b,,,5654.127079540361
1148,1.46,2.73,4.82,3.763024,0.045,5106.0,0.8,0.86,0.02,1,2,433.387,0.628423171269468,1,Kepler-190 c,,,5654.127079540361
1149,1.176,1.74,5.88,3.82222009,0.0385,3729.0,0.51,0.52,0.06,1,1,344.337,0.7151405710016392,1,Kepler-1902 b,,,4492.347846584436
1150,1.39,2.51,5.13,4.57702017,0.0436,3805.0,0.5,0.53,-0.1,1,1,270.854,0.6609780518185576,1,Kepler-1904 b,,,3533.6614527012225
1151,0.87,0.589,4.92,5.65245009,0.0565,5159.0,0.8,0.75,-0.16,1,2,292.111,0.7167226165133251,1,Kepler-1907 b,,,3810.9881360807185
1152,1.155,1.63,5.81,14.86390018,0.1076,5159.0,0.8,0.75,-0.16,1,2,292.111,0.728861176635539,1,Kepler-1907 c,,,3810.9881360807185
1153,1.092,1.33,5.61,2.39160991,0.0306,4935.0,0.69,0.66,-0.42,1,1,763.662,0.7548053997208496,2,Kepler-1909 b,,,9963.01687363938
1154,1.34,2.36,5.39,9.939632,0.087,5282.0,0.79,0.81,0.13,1,3,594.464,0.689418423559783,1,Kepler-191 b,,,7755.597191913649
1155,1.86,4.12,3.52,17.738506,0.128,5282.0,0.79,0.81,0.13,1,3,594.464,0.5020717021802884,1,Kepler-191 c,,,7755.597191913649
1156,2.28,5.82,2.7,5.94504102,0.0599,5215.0,0.8,0.84,-0.05,1,3,594.464,0.4174866849025844,1,Kepler-191 d,,,7755.597191913649
1157,1.011,1.01,5.37,5.9907999,0.0636,5721.0,0.97,0.95,0.0,1,1,269.912,0.7793117101338621,2,Kepler-1911 b,,,3521.3717723256523
1158,1.89,4.23,3.44,12.90240002,0.103,5530.0,0.79,0.88,-0.22,1,1,909.037,0.4928614718499065,1,Kepler-1917 b,,,11859.632887013526
1159,1.02,1.04,5.39,6.47027579,0.0668,5487.0,0.94,0.94,0.13,1,3,651.674,0.7777032969490237,2,Kepler-192 d,,,8501.980009627388
1160,2.315,5.97,2.64,42.87770081,0.2197,5256.0,0.83,0.77,-0.16,1,1,667.405,0.4253933534414492,1,Kepler-1926 b,,,8707.21245335147
1161,1.53,2.95,4.53,13.02680016,0.1025,5083.0,0.84,0.84,0.22,1,1,275.694,0.6023008944942081,1,Kepler-1930 b,,,3596.8058826563793
1162,0.913,0.702,5.07,1.41975999,0.0245,5925.0,1.04,0.97,-0.14,1,1,428.514,0.7364132281359114,1,Kepler-1934 b,,,5590.5521193809645
1163,2.503,6.82,2.39,3.95140004,0.0463,5570.0,0.9,0.85,-0.18,1,1,904.702,0.3873322231418004,1,Kepler-1935 b,,,11803.076873820219
1164,1.828,4.0,3.6,13.06260014,0.0938,4522.0,0.66,0.65,-0.22,1,1,421.152,0.5084181696050886,1,Kepler-1938 b,,,5494.504744726034
1165,1.165,1.68,5.84,2.7906599,0.0334,4353.0,0.6,0.65,-0.18,1,1,189.833,0.7201539169564405,1,Kepler-1939 b,,,2476.6315230738005
1166,1.547,3.01,4.46,4.95061016,0.0525,5431.0,0.72,0.8,-0.44,1,1,798.595,0.5926923003712704,1,Kepler-1940 b,,,10418.76571075167
1167,2.117,5.13,2.97,4.62604999,0.0516,5834.0,0.8,0.85,-0.5,1,1,842.492,0.4434979323097384,1,Kepler-1942 b,,,10991.462206979251
1168,1.01,1.01,5.38,6.9636302,0.0711,6040.0,1.69,0.98,-0.44,1,1,468.771,0.7805643355777958,2,Kepler-1947 b,,,6115.759829443925
1169,1.033,1.09,5.44,15.57129955,0.1022,3872.0,0.56,0.59,0.12,1,1,193.903,0.7796055632543236,2,Kepler-1948 b,,,2529.730248263364
1170,2.03,4.78,3.14,8.307872,0.077,5329.0,0.78,0.84,-0.11,1,2,652.051,0.4612588101679303,1,Kepler-195 b,,,8506.898491051581
1171,1.55,3.02,4.46,34.096863,0.197,5329.0,0.78,0.84,-0.11,1,2,652.051,0.6024398719155584,1,Kepler-195 c,,,8506.898491051581
1172,1.527,2.95,4.55,10.77690029,0.0871,5455.0,0.85,0.76,-0.34,1,1,697.253,0.6031246151635399,1,Kepler-1950 b,,,9096.620499901368
1173,1.239,2.07,5.98,27.21080017,0.1724,5973.0,1.31,0.92,-0.34,1,1,852.062,0.7006616682718908,1,Kepler-1952 b,,,11116.315966208766
1174,1.286,2.2,5.69,6.24565983,0.0607,4858.0,0.71,0.79,-0.02,1,1,605.631,0.6977822421452627,1,Kepler-1953 b,,,7901.2860037544
1175,1.089,1.32,5.61,5.94371986,0.0563,4391.0,0.68,0.67,0.04,1,1,360.468,0.7569251252783583,2,Kepler-1956 b,,,4702.7988382386975
1176,0.944,0.79,5.16,2.18662,0.0299,4904.0,0.77,0.74,0.0,1,1,460.899,0.7513606922006378,2,Kepler-1957 b,,,6013.058806178018
1177,1.143,1.57,5.78,6.38669014,0.0617,5071.0,0.81,0.77,-0.02,1,1,479.263,0.7311007163776888,1,Kepler-1959 b,,,6252.642341652499
1178,1.9,4.27,3.42,20.739886,0.138,5128.0,0.78,0.85,-0.02,1,3,451.312,0.4934253177593966,1,Kepler-196 b,,,5887.983258661471
1179,2.24,5.65,2.76,47.427737,0.24,5128.0,0.78,0.85,-0.02,1,3,451.312,0.4384514191917606,1,Kepler-196 c,,,5887.983258661471
1180,2.661,7.56,2.21,122.0800018,0.4484,5132.0,0.77,0.81,-0.06,1,3,451.312,0.4177465711935008,1,Kepler-196 d,,,5887.983258661471
1181,1.619,3.25,4.21,5.6047101,0.0588,5401.0,0.78,0.87,-0.16,1,1,1042.45,0.5672943203366057,1,Kepler-1961 b,,,13600.18822453569
1182,0.744,0.337,4.49,1.96226001,0.0298,5726.0,0.98,0.92,-0.1,1,1,492.847,0.6583364537540634,1,Kepler-1963 b,,,6429.864229361351
1183,1.354,2.4,5.31,41.86869812,0.2301,5852.0,0.84,0.93,-0.3,1,1,521.791,0.6929299290119054,1,Kepler-1965 b,,,6807.478357589047
1184,1.105,1.39,5.66,8.61742973,0.0763,5009.0,0.84,0.8,0.16,1,1,484.601,0.7500435369123317,2,Kepler-1966 b,,,6322.283863780728
1185,1.02,1.04,5.39,5.599308,0.06,6004.0,1.12,0.86,-0.441,2,4,330.575,0.7774060127643591,2,Kepler-197 b,,,4312.803705046655
1186,1.23,5.3,15.7,10.349695,0.09,6004.0,1.12,0.86,-0.441,2,4,330.575,0.4434411391242682,1,Kepler-197 c,,,4312.803705046655
1187,1.22,1.98,5.99,15.677563,0.119,6004.0,1.12,0.86,-0.441,2,4,330.575,0.701034914054802,1,Kepler-197 d,,,4312.803705046655
1188,0.91,0.693,5.05,25.209715,0.164,6004.0,1.12,0.86,-0.441,2,4,330.575,0.7426679575183095,1,Kepler-197 e,,,4312.803705046655
1189,1.66,3.39,4.07,4.53702121,0.0486,4805.0,0.69,0.77,-0.06,1,1,592.711,0.5531152357405581,1,Kepler-1977 b,,,7732.726905609644
1190,2.67,7.61,2.2,10.84969477,0.0914,5251.0,0.78,0.87,-0.04,1,1,865.512,0.3718772004864219,1,Kepler-1978 b,,,11291.789640361008
1191,2.82,8.35,2.05,17.790037,0.131,5574.0,0.94,0.97,0.114,1,3,495.358,0.3606506684603625,1,Kepler-198 b,,,6462.623663993046
1192,2.47,6.66,2.43,49.567416,0.259,5574.0,0.94,0.97,0.114,1,3,495.358,0.4076884085273915,1,Kepler-198 c,,,6462.623663993046
1193,1.53,2.96,4.54,1.31184443,0.0229,5636.0,0.93,0.97,0.04,1,3,495.358,0.5987965104047169,1,Kepler-198 d,,,6462.623663993046
1194,2.33,6.04,2.62,7.32851947,0.0689,5135.0,0.87,0.81,0.12,1,1,424.428,0.4105544023991938,1,Kepler-1983 b,,,5537.244652274194
1195,1.89,4.23,3.44,19.5489666,0.1307,5549.0,0.73,0.78,-0.54,1,1,912.085,0.4951943404160959,1,Kepler-1986 b,,,11899.398222241483
1196,1.23,2.04,6.02,2.345863,0.0318,4769.0,0.71,0.8,0.12,1,4,595.683,0.6921262795068239,1,Kepler-1987 b,,,7771.500716730868
1197,1.33,2.33,5.44,3.64830183,0.0427,4769.0,0.71,0.8,0.12,1,4,595.683,0.6926241122437355,1,Kepler-1987 c,,,7771.500716730868
1198,2.66,7.56,2.21,5.64491415,0.0571,4769.0,0.71,0.8,0.12,1,4,595.683,0.3710525713350049,1,Kepler-1987 d,,,7771.500716730868
1199,1.92,4.35,3.38,8.74292005,0.0765,4769.0,0.71,0.8,0.12,1,4,595.683,0.4848979446733235,1,Kepler-1987 e,,,7771.500716730868
1200,3.11,9.85,1.8,23.637604,0.158,5644.0,0.97,0.96,-0.12,1,2,521.054,0.3412414458824958,1,Kepler-199 b,,,6797.863183027693
1201,3.25,10.6,1.7,67.093408,0.316,5644.0,0.97,0.96,-0.12,1,2,521.054,0.3494330366085726,1,Kepler-199 c,,,6797.863183027693
1202,1.47,2.76,4.77,13.26079792,0.1065,5478.0,1.05,0.91,0.16,1,2,855.82,0.6269366687080231,1,Kepler-1991 b,,,11165.344224012792
1203,0.91,0.693,5.05,15.6112238,0.1169,5383.0,0.84,0.87,0.0,1,1,532.955,0.7392601250356368,1,Kepler-1992 b,,,6953.128030320321
1204,0.51,0.087,3.6,4.61225043,0.053,5495.0,0.96,0.93,0.16,1,1,241.991,0.5640796075637368,1,Kepler-1994 b,,,3157.1040804293884
1205,2.26,5.73,2.73,32.376183,0.1789,4580.0,0.68,0.75,0.08,1,2,440.561,0.4298055315294922,1,Kepler-1996 b,,,5747.721736668107
1206,2.81,8.3,2.06,92.7297248,0.3608,4580.0,0.68,0.75,0.08,1,2,440.561,0.3908372427100816,1,Kepler-1996 c,,,5747.721736668107
1207,0.6,0.156,3.97,3.03267135,0.0405,5640.0,0.92,0.96,0.06,1,1,340.965,0.5991448700482308,1,Kepler-1998 b,,,4448.355487533034
1208,3.29,10.8,1.67,8.7396758,0.0713,4406.0,0.63,0.63,-0.24,1,1,701.255,0.3253914796492932,1,Kepler-1999 b,,,9148.832071942803
1209,1.773,9.7,9.4,3.6961049,0.04565,5495.0,0.92,0.93,0.07,2,6,282.563,0.4422890840849964,1,Kepler-20 b,,,3686.4213969873645
1210,2.894,11.1,2.51,10.8540774,0.0936,5495.0,0.92,0.93,0.07,2,6,282.563,0.3698655834760655,1,Kepler-20 c,,,3686.4213969873645
1211,2.606,13.4,4.1,77.611455,0.3474,5495.0,0.92,0.93,0.07,2,6,282.563,0.4766283498461091,1,Kepler-20 d,,,3686.4213969873645
1212,0.821,0.76,7.5,6.0984882,0.0637,5495.0,0.92,0.93,0.07,2,6,282.563,0.6356819086156901,1,Kepler-20 e,,,3686.4213969873645
1213,0.952,1.4,8.4,19.578328,0.1387,5495.0,0.92,0.93,0.07,2,6,282.563,0.6443737507973301,1,Kepler-20 f,,,3686.4213969873645
1214,4.71,19.96,1.05,34.94,0.2055,5495.0,0.96,0.95,0.07,2,6,282.563,0.2914650396497473,1,Kepler-20 g,287.6979913,42.3385782,3686.4213969873645
1215,2.13,5.18,2.95,8.594805,0.08,5678.0,0.94,0.98,-0.006,1,2,665.912,0.4426840943002095,1,Kepler-200 b,,,8687.734223202082
1216,1.59,3.15,4.31,10.222157,0.09,5678.0,0.94,0.98,-0.006,1,2,665.912,0.5789818555135319,1,Kepler-200 c,,,8687.734223202082
1217,2.73,7.9,2.13,6.38315913,0.0562,3757.0,0.58,0.58,0.48,1,2,320.588,0.3643799229474571,1,Kepler-2000 b,,,4182.509609599931
1218,1.57,3.09,4.39,20.6180348,0.1228,3757.0,0.58,0.58,0.48,1,2,320.588,0.5902763840203247,1,Kepler-2000 c,,,4182.509609599931
1219,1.04,1.12,5.47,1.090011,0.0197,5081.0,0.77,0.86,0.12,1,2,776.55,0.7741783789067771,2,Kepler-2001 b,,,10131.158487949724
1220,1.82,3.97,3.62,14.09258319,0.1084,5081.0,0.77,0.86,0.12,1,2,776.55,0.5108039036141134,1,Kepler-2001 c,,,10131.158487949724
1221,1.63,3.29,4.17,4.069427,0.045,4668.0,0.67,0.68,-0.263,1,2,285.111,0.5629040373416955,1,Kepler-202 b,,,3719.6635473025995
1222,1.85,4.08,3.54,16.282493,0.113,4668.0,0.67,0.68,-0.263,1,2,285.111,0.5038218679886667,1,Kepler-202 c,,,3719.6635473025995
1223,2.57,7.13,2.31,3.162697,0.043,5821.0,1.11,1.0,0.048,1,3,703.302,0.3795318888635648,1,Kepler-203 b,,,9175.53799097549
1224,2.47,749.9,273.0,5.370647,0.061,5821.0,1.11,1.0,0.048,1,3,703.302,0.2010847339045081,1,Kepler-203 c,,,9175.53799097549
1225,1.44,33.9,62.4,11.32972,0.1,5821.0,1.11,1.0,0.048,1,3,703.302,0.341179593421935,1,Kepler-203 d,,,9175.53799097549
1226,1.79,3.86,3.7,25.660593,0.173,5812.0,1.24,1.03,0.01,1,2,686.723,0.5228355273359009,1,Kepler-204 c,,,8959.242225639427
1227,1.51,2.89,4.61,2.75564,0.032,4321.0,0.55,0.59,-0.125,1,2,159.72,0.6068212982286404,1,Kepler-205 b,,,2083.7661885201596
1228,1.64,3.33,4.15,20.306546,0.122,4321.0,0.55,0.59,-0.125,1,2,159.72,0.5658273504565638,1,Kepler-205 c,,,2083.7661885201596
1229,1.2,1.87,5.95,7.781987,0.078,5764.0,1.19,1.05,0.021,1,3,594.447,0.7059275606607641,1,Kepler-206 b,,,7755.375403626617
1230,1.77,3.78,3.75,13.137471,0.111,5764.0,1.19,1.05,0.021,1,3,594.447,0.5236454279520592,1,Kepler-206 c,,,7755.375403626617
1231,1.19,1.81,5.9,23.44281,0.163,5764.0,1.19,1.05,0.021,1,3,594.447,0.7169636063608779,1,Kepler-206 d,,,7755.375403626617
1232,1.63,3.29,4.17,4.22864,0.054,6092.0,1.31,1.16,-0.042,1,4,775.328,0.562958101059516,1,Kepler-208 b,,,10115.21582402303
1233,1.39,2.51,5.14,7.466623,0.079,6092.0,1.31,1.16,-0.042,1,4,775.328,0.6625294745846672,1,Kepler-208 c,,,10115.21582402303
1234,1.2,1.87,5.95,11.131786,0.103,6092.0,1.31,1.16,-0.042,1,4,775.328,0.7070817016471382,1,Kepler-208 d,,,10115.21582402303
1235,1.48,2.79,4.73,16.259458,0.132,6092.0,1.31,1.16,-0.042,1,4,775.328,0.6238039071525048,1,Kepler-208 e,,,10115.21582402303
1236,2.26,5.73,2.73,16.087845,0.122,5513.0,0.94,0.93,0.11,1,2,576.946,0.423961406829586,1,Kepler-209 b,,,7527.050885311495
1237,3.1,9.8,1.81,41.749882,0.231,5513.0,0.94,0.93,0.11,1,2,576.946,0.3486073959556086,1,Kepler-209 c,,,7527.050885311495
1238,2.94,8.96,1.94,2.453234,0.032,4559.0,0.65,0.77,0.277,1,2,232.75,0.3457330287437172,1,Kepler-210 b,,,3036.5425768724463
1239,3.62,12.8,1.48,7.972513,0.07,4559.0,0.65,0.77,0.277,1,2,232.75,0.3100121670950092,1,Kepler-210 c,,,3036.5425768724463
1240,1.26,2.13,5.85,4.138575,0.048,5123.0,0.82,0.9,0.151,1,2,309.353,0.6944274545984771,1,Kepler-211 b,,,4035.93364461105
1241,1.29,18.3,46.8,6.04045,0.062,5123.0,0.82,0.9,0.151,1,2,309.353,0.3742780463106596,1,Kepler-211 c,,,4035.93364461105
1242,1.62,3.26,4.21,9.360672,0.084,5739.0,1.03,0.94,-0.443,1,4,485.997,0.5684020217949989,1,Kepler-215 b,,,6340.49659605705
1243,1.77,3.78,3.75,14.667108,0.113,5739.0,1.03,0.94,-0.443,1,4,485.997,0.5241789016646565,1,Kepler-215 c,,,6340.49659605705
1244,2.39,23.6,9.5,30.864423,0.185,5739.0,1.03,0.94,-0.443,1,4,485.997,0.3780449557443875,1,Kepler-215 d,,,6340.49659605705
1245,1.75,3.71,3.8,68.16101,0.314,5739.0,1.03,0.94,-0.443,1,4,485.997,0.5496384210388098,1,Kepler-215 e,,,6340.49659605705
1246,1.48,2.79,4.73,3.619337,0.046,5502.0,1.06,1.02,0.31,1,3,656.38,0.6194429158735094,1,Kepler-218 b,,,8563.376226025935
1247,2.1,9.1,5.2,289.863876,0.812,5596.0,0.87,0.86,-0.255,1,1,194.642,0.6972246791419624,1,Kepler-22 b,,,2539.3715155643686
1248,0.81,0.457,4.73,4.159807,0.046,4632.0,0.67,0.73,-0.174,1,4,171.109,0.6890182261908082,1,Kepler-220 b,,,2232.351294462159
1249,1.57,3.09,4.39,9.034199,0.076,4632.0,0.67,0.73,-0.174,1,4,171.109,0.5862260262906388,1,Kepler-220 c,,,2232.351294462159
1250,0.98,0.904,5.28,28.122397,0.163,4632.0,0.67,0.73,-0.174,1,4,171.109,0.7788796196516431,2,Kepler-220 d,,,2232.351294462159
1251,1.33,2.33,5.44,45.902733,0.226,4632.0,0.67,0.73,-0.174,1,4,171.109,0.7078144479072533,1,Kepler-220 e,,,2232.351294462159
1252,1.71,3.57,3.92,2.795906,0.037,5243.0,0.82,0.82,0.062,1,4,385.231,0.5372292143430164,1,Kepler-221 b,,,5025.866094226205
1253,2.93,15.1,3.3,5.690586,0.059,5243.0,0.82,0.82,0.062,1,4,385.231,0.3961315286726199,1,Kepler-221 c,,,5025.866094226205
1254,2.73,7.9,2.13,10.04156,0.087,5243.0,0.82,0.82,0.062,1,4,385.231,0.3656361030683148,1,Kepler-221 d,,,5025.866094226205
