,pl_rade,pl_bmasse,pl_dens,pl_orbper,pl_orbsmax,st_teff,st_rad,st_mass,st_met,sy_snum,sy_pnum,sy_dist,esi,p_habitable,pl_name
3999,9.98,327.35,1.94,3.3118644,0.044,5460.0,0.94,1.01,0.44,1,2,698.646,0.2981642344282153,0,Kepler-424 b
4000,12.7,2215.18,5.94,223.3,0.73,5460.0,0.94,1.01,0.44,1,2,698.646,0.5343051662202206,0,Kepler-424 c
4001,10.962,79.45,0.27,3.79701816,0.0464,5170.0,0.86,0.93,0.24,1,1,646.647,0.25270869226629383,0,Kepler-425 b
4002,12.22,108.06,0.26,3.21751883,0.0414,5725.0,0.92,0.91,-0.21,1,1,843.695,0.25226748863099574,0,Kepler-426 b
4003,13.79,92.17,0.16,10.290994,0.091,5800.0,1.35,0.96,-0.19,1,1,1017.8,0.252371095710684,0,Kepler-427 b
4004,12.11,403.63,1.02,3.52563254,0.0433,5150.0,0.8,0.87,0.09,1,1,686.284,0.2713847192702706,0,Kepler-428 b
4005,13.664,1026.5909,5.0,3.0240949,0.046,6041.0,1.42,1.32,0.33,1,1,1005.84,0.4275121845709026,0,Kepler-43 b
4006,3.25,10.6,1.7,35.968,0.2244,5884.0,1.49,1.17,0.2,1,2,917.477,0.33739620389329095,0,Kepler-430 b
4007,1.75,3.71,3.8,110.979,0.4757,5884.0,1.49,1.17,0.2,1,2,917.477,0.5680194874739094,0,Kepler-430 c
4008,12.834,1719.4603,4.46,52.501129,0.301,4995.0,4.06,1.32,-0.07,2,2,848.023,0.41708301373260026,0,Kepler-432 b
4009,16.25,896.24,1.13,5.33408384,0.0679,6360.0,2.26,1.46,-0.01,1,1,1878.31,0.27496990056244525,0,Kepler-433 b
4010,12.67,908.96,2.4,12.8747099,0.1143,5977.0,1.38,1.2,0.25,1,1,1222.54,0.31659060006907774,0,Kepler-434 b
4011,22.31,266.97,0.131,8.6001536,0.0948,6161.0,3.21,1.54,-0.18,1,1,1418.77,0.25112495002582186,0,Kepler-435 b
4012,2.24,5.65,2.76,178.1396,0.563,5431.0,0.87,0.88,0.02,1,1,757.048,0.4985311045074326,0,Kepler-439 b
4013,12.22,317.82,0.93,3.2467293,0.0446,5800.0,1.35,1.12,0.15,1,1,1188.0,0.2688989698935307,0,Kepler-44 b
4014,18.49,435.41,0.4,7.79430132,0.0769,5493.0,1.05,1.0,0.07,1,1,268.041,0.257131086263589,0,Kepler-447 b
4015,12.0,6992.26,22.2,2500.0,4.2,6466.33,1.4,1.5,0.081,1,2,399.398,0.01709141699560963,0,Kepler-448 c
4016,10.76,160.497,0.8,2.455239,0.03,3820.0,0.55,0.59,0.28,1,1,381.949,0.2652608807332549,0,Kepler-45 b
4017,6.14,19.4,0.461,28.454851,0.1993,6197.21,1.64,1.19,0.128,1,3,455.982,0.26784182644157,0,Kepler-450 b
4018,2.62,12.5,3.82,15.413135,0.1324,6197.21,1.64,1.19,0.128,1,3,455.982,0.4391648950500386,0,Kepler-450 c
4019,1.63,3.29,4.17,384.843,1.046,5757.0,1.11,1.04,0.21,1,1,551.727,0.7548272348556088,0,Kepler-452 b
4020,12.9,1433.40612,3.67,524.19,1.287,5687.0,1.07,1.03,0.32,2,3,230.869,0.45442325071285977,0,Kepler-454 c
4021,13.3,734.18362,1.71,4073.0,5.1,5687.0,1.07,1.03,0.32,2,3,230.869,0.16726421151067575,0,Kepler-454 d
4022,2.985,9.19,1.9,10.6906004,0.0996,6474.0,1.24,1.15,-0.16,1,3,1072.3,0.3451797523007029,0,Kepler-457 d
4023,4.2,16.4,1.22,20.74028413,0.154,6117.21,2.22,1.15,0.144,1,2,1594.74,0.29639703851505383,0,Kepler-458 c
4024,9.057,1907.0,14.0,33.60134,0.1968,5155.0,0.94,0.9,0.41,1,3,777.06,0.20594910732628038,0,Kepler-46 b
4025,13.5,119.499,0.267,57.011,0.2799,5155.0,0.94,0.9,0.41,1,3,777.06,0.2720578026274692,0,Kepler-46 c
4026,5.52,26.1,0.853,220.1303357,0.7211,6146.0,1.26,1.17,0.06,1,2,1274.01,0.37082871413320123,0,Kepler-460 c
4027,2.58,7.18,2.3,8.31378306,0.0821,5634.0,0.91,0.98,0.04,1,1,692.158,0.38026049754111085,0,Kepler-461 b
4028,3.0,53.9,9.3,84.6866,0.4172,7500.0,1.57,1.59,0.05,1,2,596.625,0.36729017301599787,0,Kepler-462 b
4029,4.0,6.0,0.4,207.62,0.7584,7500.0,1.57,1.59,0.05,1,2,596.625,0.36495211973917957,0,Kepler-462 c
4030,3.3,10.9,1.67,7.25696522,0.0765,5933.0,1.59,1.21,0.19,1,1,667.604,0.3245467906636782,0,Kepler-464 b
4031,2.95,9.01,1.93,9.94067247,0.0953,6310.0,1.29,1.23,0.09,1,1,553.077,0.3474970511730156,0,Kepler-465 b
4032,2.85,8.5,2.02,51.07926307,0.2671,5927.0,1.05,1.04,-0.01,1,2,530.122,0.3703740061077103,0,Kepler-466 b
4033,2.25,5.69,2.74,24.99324193,0.1651,5809.0,1.37,1.05,0.06,1,1,466.265,0.4284401323641364,0,Kepler-467 b
4034,7.04,19.02,0.3,187.366,0.6992,5636.0,0.94,0.96,-0.043,2,3,1025.02,0.33510029209832154,0,Kepler-47 d
4035,14.96,37000.0,60.7,5.01423457,0.0626,6733.0,1.8,1.49,0.07,1,1,1249.41,0.12433670946429755,0,Kepler-471 b
4036,4.08,15.6,1.26,14.55731705,0.1186,5816.0,1.34,1.06,0.12,1,1,905.937,0.2970656546921306,0,Kepler-473 b
4037,3.06,9.59,1.84,5.66067294,0.0606,5785.0,1.08,0.99,-0.01,1,1,841.496,0.3382690183809353,0,Kepler-474 b
4038,3.08,9.69,1.82,14.00640607,0.1126,5837.0,1.09,1.03,0.04,1,1,813.535,0.3396857835304908,0,Kepler-476 b
4039,2.78,8.15,2.08,4.9195838,0.0605,6322.0,1.34,1.25,0.11,1,1,847.508,0.35936830996989394,0,Kepler-480 b
4040,2.5,6.8,2.39,10.06082567,0.0894,5802.0,1.09,1.01,0.03,1,1,813.724,0.3896459031704076,0,Kepler-481 b
4041,3.21,10.4,1.73,30.229104,0.2072,6346.0,1.47,1.28,0.09,1,1,860.355,0.3376319423402514,0,Kepler-483 b
4042,14.41,35500.0,65.2,3.2432598,0.0433,5958.0,1.09,1.07,0.04,1,1,1140.95,0.12372727735565081,0,Kepler-485 b
4043,7.72,46.1,0.551,17.27629612,0.1209,5014.0,0.76,0.82,0.0,1,1,369.645,0.26449146618403035,0,Kepler-489 b
4044,8.92,59.0,0.457,4.22538451,0.0516,5582.0,1.03,1.04,0.37,1,1,630.785,0.2574052709979501,0,Kepler-491 b
4045,15.13,37500.0,59.5,3.00387658,0.0439,6457.0,1.54,1.36,0.11,1,1,1745.77,0.12365789344370672,0,Kepler-493 b
4046,6.04,30.4,0.758,3.57320367,0.0457,5834.0,1.11,1.09,0.24,1,1,1291.98,0.26670133509673,0,Kepler-497 b
4047,3.03,9.43,1.86,9.61375356,0.0897,5744.0,0.96,0.98,-0.04,1,1,938.844,0.3415407976330576,0,Kepler-498 b
4048,15.984,670.93913,0.4,3.5484657,0.0538,6297.0,1.79,1.37,0.04,1,1,899.777,0.2556833995805821,0,Kepler-5 b
4049,1.71,8.9,6.04982,7.81254,0.077,6225.0,1.58,1.24,0.03,1,2,250.11,0.5913841369742081,0,Kepler-50 b
4050,2.17,8.2,9.249213,9.37647,0.087,6225.0,1.58,1.24,0.03,1,2,250.11,0.39837589243139737,0,Kepler-50 c
4051,2.58,7.18,2.3,8.5083244,0.0806,5813.0,1.03,1.02,0.03,1,1,807.48,0.3803273330057238,0,Kepler-500 b
4052,4.3,17.1,1.18,5.64067757,0.0627,5904.0,1.04,1.03,-0.03,1,2,1125.24,0.2887409749101362,0,Kepler-501 b
4053,1.681,3.47,4.01,3.62276006,0.0467,5794.0,1.22,1.03,0.14,1,2,1125.24,0.5464447883122443,0,Kepler-501 c
4054,4.77,20.4,1.03,4.28686431,0.0535,6125.0,1.22,1.15,0.05,1,1,1591.04,0.2795901257990523,0,Kepler-502 b
4055,2.73,7.9,2.13,6.8834055,0.075,6236.0,1.19,1.19,0.09,1,1,228.439,0.3645509501583916,0,Kepler-506 b
4056,1.3,5.69692,14.828486,3.56809693,0.047794,6113.0,1.32,1.16,0.06,1,1,391.644,0.43220271985906006,0,Kepler-507 b
4057,1.64,3.33,4.15,25.30889748,0.1763,6025.0,1.25,1.16,0.18,1,1,324.618,0.5676150345720784,0,Kepler-508 b
4058,2.49,6.76,2.41,41.74600392,0.2384,6060.0,1.2,1.1,0.01,1,1,332.443,0.40250462975813894,0,Kepler-509 b
4059,7.1,2.1,0.03,45.154,0.2514,6018.0,0.94,1.04,0.05,1,3,783.831,0.26280664585797725,0,Kepler-51 b
4060,9.0,4.0,0.03,85.312,0.384,6018.0,0.94,1.04,0.05,1,3,783.831,0.278297676023082,0,Kepler-51 c
4061,9.7,7.6,0.046,130.194,0.509,6018.0,0.94,1.04,0.05,1,3,783.831,0.29885162674405547,0,Kepler-51 d
4062,6.35,33.1,0.71,296.637865,0.8589,5770.0,1.2,1.0,0.01,1,2,651.999,0.41732004652838633,0,Kepler-511 b
4063,2.69,7.7,2.17,34.43587975,0.2194,5997.0,1.3,1.17,0.22,1,1,467.375,0.3780686439159037,0,Kepler-512 b
4064,2.2,5.48,2.83,28.86235584,0.1789,5849.0,1.06,1.02,-0.01,1,1,468.258,0.43805539628814105,0,Kepler-513 b
4065,1.72,3.61,3.9,5.65179605,0.0676,6106.0,1.44,1.28,0.36,2,1,455.336,0.5356635429909536,0,Kepler-514 b
4066,5.74,27.9,0.811,24.85462415,0.1992,7099.0,2.02,1.62,0.01,1,1,687.094,0.27624577095332886,0,Kepler-516 b
4067,2.67,7.61,2.2,60.92832271,0.2897,5690.0,0.98,0.95,-0.06,2,1,289.907,0.39044069830936196,0,Kepler-517 b
4068,1.66,3.39,4.07,19.67416124,0.144,6112.0,1.09,1.1,-0.03,1,2,623.901,0.5583689070745929,0,Kepler-520 b
4069,1.07,1.24,5.56,5.21104261,0.0594,6112.0,1.09,1.1,-0.03,1,2,623.901,0.7655086918464038,0,Kepler-520 c
4070,3.18,10.2,1.74,22.20813214,0.1699,6406.0,1.46,1.34,0.25,1,1,830.638,0.33615711456170255,0,Kepler-521 b
4071,6.91,38.2,0.636,38.58422849,0.2551,6392.0,1.98,1.54,0.41,1,1,639.239,0.27482357851497974,0,Kepler-522 b
4072,1.91,4.31,3.4,7.97419807,0.0791,6014.0,1.1,1.09,0.02,1,2,1058.24,0.4867924399643408,0,Kepler-524 b
4073,0.96,0.84,5.22,1.88897906,0.0303,6014.0,1.1,1.09,0.02,1,2,1058.24,0.7597686221692191,0,Kepler-524 c
4074,2.63,7.41,2.24,18.68404933,0.1396,5573.0,1.15,0.95,0.11,1,1,992.852,0.3785087619176217,0,Kepler-525 b
4075,1.99,4.62,3.22,5.45849832,0.064,5894.0,1.14,1.15,0.34,1,1,666.146,0.46831137940516454,0,Kepler-526 b
4076,2.84,8.45,2.03,13.28535633,0.1179,6388.0,1.45,1.28,0.03,1,1,750.04,0.35735857617042416,0,Kepler-527 b
4077,2.08,4.98,3.04,19.78297415,0.1409,5807.0,1.06,1.01,0.02,1,1,784.23,0.45555943371055685,0,Kepler-528 b
4078,2.12,5.14,2.96,9.751962,0.091,6085.0,0.96,0.98,0.16,1,3,1366.07,0.44454514094578573,0,Kepler-53 d
4079,3.01,9.32,1.88,39.30941904,0.2212,5697.0,0.89,0.97,-0.08,2,1,457.709,0.3537134639940482,0,Kepler-530 b
4080,1.227,2.02,6.01,7.37868977,0.0761,5936.0,0.97,1.07,0.07,1,2,570.659,0.6951863296432664,0,Kepler-534 c
4081,2.36,6.17,2.58,4.90332155,0.0594,6123.0,1.27,1.18,0.13,1,1,685.599,0.4056939390407268,0,Kepler-535 b
4082,3.1,9.8,1.81,1.8270823,0.0276,5524.0,0.89,0.92,0.0,1,1,462.322,0.33437302002026614,0,Kepler-536 b
4083,1.41,2.57,5.04,3.24755522,0.0442,5763.0,0.99,1.07,0.23,1,1,439.4,0.6510174941286915,0,Kepler-537 b
4084,8.373,308.2951,2.9,125.63243,0.4988,5820.0,0.95,1.05,-0.01,1,2,307.318,0.3807451491395022,0,Kepler-539 b
4085,13.3,762.792,1.78,1000.0,2.42,5820.0,0.95,1.05,-0.01,1,2,307.318,0.22802220482674226,0,Kepler-539 c
4086,2.71,7.8,2.15,172.7049784,0.5886,5946.0,1.08,1.02,-0.1,1,1,390.374,0.43820146712929975,0,Kepler-540 b
4087,3.36,11.2,1.62,5.08005848,0.0641,6166.0,2.06,1.41,0.07,1,1,1060.68,0.3203573765969519,0,Kepler-541 b
4088,2.12,5.14,2.96,21.41616926,0.1553,6206.0,1.22,1.16,0.02,1,1,963.18,0.44863207563007573,0,Kepler-544 b
4089,2.69,7.7,2.17,13.24934059,0.1087,5882.0,1.07,1.04,0.03,1,1,818.001,0.37047474862620455,0,Kepler-545 b
4090,7.0,39.1,0.626,4.14702026,0.0502,5967.0,1.15,1.11,0.14,1,1,1019.65,0.26223347827930554,0,Kepler-546 b
4091,4.42,17.9,1.14,8.60010411,0.0747,5322.0,0.83,0.87,-0.02,1,1,531.944,0.2872650564823243,0,Kepler-550 b
4092,3.95,14.8,1.32,5.26341577,0.0612,5863.0,1.04,1.03,0.01,1,1,843.689,0.2976738682232431,0,Kepler-552 b
4093,11.579,2129.45033,7.53,328.24017,0.898,5191.0,0.9,0.89,0.152,1,2,728.525,0.5322483776895841,0,Kepler-553 c
4094,4.29,17.0,1.18,1.90220856,0.0293,5447.0,0.92,0.93,0.14,1,1,690.525,0.28759637545573963,0,Kepler-554 b
4095,2.83,8.4,2.04,16.21775407,0.1201,5894.0,1.04,1.03,0.0,1,1,973.121,0.35923768522702915,0,Kepler-555 b
4096,2.24,5.65,2.76,11.72292176,0.0973,5740.0,0.98,1.0,0.03,1,1,674.598,0.4254479332475165,0,Kepler-556 b
4097,2.67,7.61,2.2,3.70598955,0.0469,6068.0,1.16,1.11,0.02,1,1,2097.12,0.36943051534618815,0,Kepler-557 b
4098,3.61,12.7,1.48,17.58752333,0.1277,5630.0,0.95,0.96,0.03,1,1,776.708,0.3135991825691518,0,Kepler-559 b
4099,6.51,22.1,0.442,10.5016,0.1028,4840.0,4.23,1.32,0.2,1,3,912.994,0.26042070559951547,0,Kepler-56 b
4100,9.8,181.0,1.06,21.40239,0.1652,4840.0,4.23,1.32,0.2,1,3,912.994,0.27871589965777194,0,Kepler-56 c
4101,12.8,1784.0,4.67,1002.0,2.16,4819.44,4.22,1.67,0.363,1,3,912.994,0.3445155845475855,0,Kepler-56 d
4102,6.96,38.7,0.631,58.3620495,0.2918,5646.0,0.94,0.96,0.02,1,2,621.378,0.28223801321429454,0,Kepler-561 b
4103,5.21,23.7,0.921,18.00931444,0.1333,5575.0,0.9,0.93,-0.04,1,1,992.769,0.2787093310534772,0,Kepler-562 b
4104,4.63,19.4,1.07,3.75083228,0.0484,5626.0,0.92,0.95,-0.01,1,1,863.037,0.28163997283353354,0,Kepler-564 b
4105,3.64,12.9,1.47,4.24374723,0.0501,5735.0,0.95,0.98,-0.02,1,1,1041.0,0.30796778465994223,0,Kepler-565 b
4106,3.16,10.1,1.76,34.18890521,0.1981,5616.0,0.93,0.95,0.01,1,1,638.301,0.34187518744470397,0,Kepler-569 b
4107,2.45,6.57,2.45,4.301662,0.0497,5496.0,0.9,0.93,0.06,1,1,568.148,0.39355903488097566,0,Kepler-570 b
4108,2.64,7.46,2.23,4.79859939,0.0546,5527.0,0.9,0.93,0.01,1,1,723.875,0.37271064851515506,0,Kepler-571 b
4109,2.79,8.2,2.07,22.18329658,0.1486,5746.0,1.02,0.99,0.02,1,1,771.471,0.36450029653358396,0,Kepler-573 b
4110,2.39,6.3,2.54,7.65880414,0.0723,5612.0,0.91,0.95,-0.01,1,1,682.896,0.4026899254446111,0,Kepler-574 b
4111,2.39,6.3,2.54,9.37891944,0.0788,5710.0,0.95,0.97,0.0,1,1,853.977,0.4032810530087574,0,Kepler-575 b
4112,3.27,10.7,1.68,29.91136794,0.179,5672.0,0.97,0.99,0.09,1,1,617.55,0.33387030360188774,0,Kepler-576 b
4113,2.0,4.66,3.2,9.66857723,0.0854,5636.0,0.96,0.99,0.13,1,1,530.765,0.46772498132053647,0,Kepler-579 b
4114,2.63,7.41,2.24,40.6069821,0.2259,5772.0,1.0,1.0,0.03,1,1,703.758,0.3864925204108504,0,Kepler-581 b
4115,3.68,13.1,1.44,18.49235668,0.1254,5564.0,0.91,0.93,0.01,1,1,613.179,0.31110091717262295,0,Kepler-582 b
4116,2.28,5.82,2.7,6.5100253,0.0689,5523.0,0.91,0.94,0.07,1,1,867.271,0.4176796306414679,0,Kepler-583 b
4117,4.21,16.5,1.22,35.1810304,0.2281,6195.0,1.24,1.17,0.02,1,1,1848.84,0.30149613569915396,0,Kepler-584 b
4118,2.83,8.4,2.04,2.75235975,0.0375,5593.0,0.93,0.96,0.03,1,1,585.187,0.3545977089653718,0,Kepler-585 b
4119,2.79,8.2,2.07,2.10472218,0.0331,5575.0,0.92,0.94,0.0,1,1,693.766,0.3575304818796042,0,Kepler-586 b
4120,2.23,5.6,2.77,10.94027841,0.0952,5549.0,0.89,0.92,-0.05,1,1,787.894,0.4265139413488656,0,Kepler-587 b
4121,2.63,7.41,2.24,4.22162536,0.052,5835.0,1.0,1.01,0.0,1,1,1209.4,0.37349825916094326,0,Kepler-588 b
4122,1.1,1.37,5.66,11.8681707,0.104,6074.0,0.94,1.04,0.02,1,2,1163.22,0.7526702592020094,0,Kepler-59 b
4123,1.98,4.58,3.24,17.9801235,0.1372,6074.0,0.94,1.04,0.02,1,2,1163.22,0.4746973157448422,0,Kepler-59 c
4124,4.02,15.2,1.29,5.85296257,0.0647,6000.0,1.15,1.1,0.07,1,1,1421.81,0.2958492533641222,0,Kepler-590 b
4125,3.39,11.4,1.61,81.1694299,0.3554,5677.0,0.94,0.97,0.01,1,1,785.137,0.3479280072168011,0,Kepler-591 b
4126,2.39,6.3,2.54,2.82019241,0.0397,5913.0,1.04,1.04,-0.03,1,1,1153.13,0.4010419606589766,0,Kepler-592 b
4127,2.87,8.6,2.0,21.21708973,0.1508,5967.0,1.1,1.08,0.04,1,1,973.76,0.35762333561942833,0,Kepler-593 b
4128,2.18,5.39,2.86,13.64618192,0.1089,5485.0,0.87,0.91,-0.03,1,1,769.2,0.43578742666798126,0,Kepler-594 b
4129,3.708,17.4,1.88,25.3029092,0.1582,5138.5,0.82,0.93,0.406,1,2,643.009,0.3261362700177794,0,Kepler-595 b
4130,1.009,3.3,17.7,12.38602,0.0983,5138.5,0.82,0.93,0.406,1,2,643.009,0.49368435334473354,0,Kepler-595 c
4131,3.46,11.8,1.57,21.30022655,0.156,6267.0,1.32,1.21,0.03,1,1,1023.85,0.3215222966206995,0,Kepler-596 b
4132,2.37,6.21,2.56,13.02365861,0.1056,5683.0,0.95,0.97,-0.01,1,1,663.418,0.40692709699485613,0,Kepler-597 b
4133,14.617,212.31044,0.4,3.2346996,0.04852,5647.0,1.39,1.21,0.34,1,1,587.039,0.2555773781368755,0,Kepler-6 b
4134,2.09,5.02,3.02,15.28469497,0.1224,6062.0,1.13,1.08,-0.02,1,1,1159.31,0.45207718208616426,0,Kepler-602 b
4135,2.65,7.51,2.22,21.05358596,0.1502,5808.0,1.01,1.01,0.03,1,3,1539.63,0.3773883871139565,0,Kepler-603 b
4136,6.5,34.5,0.69,127.9075774,0.5001,5808.0,1.01,1.01,0.03,1,3,1539.63,0.314396439368667,0,Kepler-603 c
4137,1.32,2.3,5.5,6.2171292,0.0666,5808.0,1.01,1.01,0.03,1,3,1539.63,0.6995102419280775,0,Kepler-603 d
4138,2.59,7.22,2.28,25.85501786,0.1735,5890.0,1.03,1.02,-0.02,1,1,1026.49,0.38507464260357227,0,Kepler-604 b
4139,3.31,11.0,1.67,24.31575992,0.17,6161.0,1.22,1.13,0.01,1,1,1215.11,0.33019496473824717,0,Kepler-606 b
4140,3.64,12.9,1.47,6.41251504,0.0685,5820.0,1.01,1.0,-0.02,1,1,946.683,0.3087066121764604,0,Kepler-608 b
4141,3.35,11.2,1.64,6.52121067,0.0682,5971.0,1.14,1.09,0.06,1,1,1065.82,0.32176360437236523,0,Kepler-609 b
4142,4.19,16.3,1.22,6.99692655,0.0719,5943.0,1.13,1.1,0.12,1,2,845.824,0.29174064590746124,0,Kepler-610 b
4143,3.3,10.9,1.67,151.86392,0.5594,5943.0,1.13,1.1,0.12,1,2,845.824,0.3853065405025169,0,Kepler-610 c
4144,1.65,3.36,4.11,2.4370333,0.0351,5761.0,1.01,1.01,0.06,1,1,1395.56,0.5560050163094975,0,Kepler-611 b
4145,2.84,8.45,2.03,3.72215641,0.0452,5693.0,0.96,0.98,0.04,1,1,1445.53,0.35407217232769245,0,Kepler-612 b
4146,2.29,5.86,2.68,15.77979614,0.1232,5723.0,0.96,0.98,-0.01,1,1,861.494,0.419240889295372,0,Kepler-613 b
4147,2.6,7.27,2.27,3.59576964,0.046,5860.0,1.08,1.05,0.08,1,1,1221.96,0.37628015089285644,0,Kepler-618 b
4148,3.16,10.1,1.76,5.4042722,0.0611,5980.0,1.11,1.09,0.05,1,3,900.678,0.3316703539471419,0,Kepler-619 b
4149,3.32,11.0,1.65,12.91375431,0.1053,6155.0,1.22,1.15,0.03,1,1,1355.28,0.3252358060012701,0,Kepler-620 b
4150,3.01,9.32,1.88,9.07097734,0.0854,5443.0,0.86,0.9,-0.03,1,1,737.702,0.3428631971349833,0,Kepler-623 b
4151,2.31,5.95,2.65,14.58649607,0.1172,6117.0,1.18,1.1,-0.06,1,1,748.188,0.4159233962426813,0,Kepler-624 b
4152,1.99,4.62,3.22,7.75192492,0.0768,5789.0,0.96,1.04,0.1,1,2,760.708,0.4690954107312763,0,Kepler-625 b
4153,1.05,1.16,5.51,4.1653651,0.0508,5789.0,0.96,1.04,0.1,1,2,760.708,0.7744427435705982,0,Kepler-625 c
4154,2.29,5.86,2.68,14.48585199,0.115,5813.0,1.05,1.01,0.01,1,1,635.643,0.41878809261737926,0,Kepler-626 b
4155,3.73,13.4,1.42,40.6994443,0.2327,6424.0,1.49,1.3,0.05,1,1,984.307,0.3174954708105346,0,Kepler-627 b
4156,6.11,120.0,3.0,9.4341505,0.08,5576.0,0.9,0.98,0.05,1,1,194.033,0.3392165840381775,0,Kepler-63 b
4157,3.18,10.2,1.74,161.4743937,0.5729,5829.0,1.04,1.02,0.03,1,1,839.784,0.39664520763775246,0,Kepler-630 b
4158,2.9,8.75,1.97,17.97979059,0.1447,6185.0,1.33,1.24,0.23,1,1,761.966,0.35400098652411555,0,Kepler-631 b
4159,1.89,4.23,3.44,5.16950177,0.0578,6075.0,1.24,1.03,-0.18,1,1,888.027,0.490200204573834,0,Kepler-634 b
4160,2.64,7.46,2.23,23.44971004,0.1764,6174.0,1.51,1.33,0.41,1,1,1141.08,0.37922003434381296,0,Kepler-635 b
4161,4.75,20.2,1.04,23.20584623,0.1867,6096.0,2.56,1.64,0.38,1,1,786.091,0.2866099639521909,0,Kepler-637 b
4162,1.83,4.01,3.6,6.07972888,0.0632,5382.0,0.93,0.88,0.04,1,1,991.214,0.5057205170637159,0,Kepler-638 b
4163,2.38,6.26,2.55,10.21420496,0.0966,5896.0,1.29,1.14,0.23,1,1,850.242,0.40475673141539104,0,Kepler-639 b
4164,2.56,7.08,2.32,22.24813967,0.1566,5653.0,0.94,1.01,0.15,1,1,557.787,0.3872027997053291,0,Kepler-640 b
4165,1.85,4.08,3.54,9.48961571,0.0879,5713.0,1.13,1.02,0.15,1,1,969.918,0.5014593451410593,0,Kepler-641 b
4166,2.9,8.75,1.97,4.41745855,0.0589,6570.0,1.66,1.4,0.06,1,1,781.582,0.34930562647509733,0,Kepler-642 b
4167,10.16,321.0083,1.68,16.33889626,0.126,4908.0,2.52,1.0,0.13,1,1,1063.58,0.2946131289624852,0,Kepler-643 b
4168,3.15,10.1,1.78,3.1739171,0.0466,6747.0,1.81,1.49,0.08,1,1,1318.05,0.331912773562426,0,Kepler-644 b
4169,2.1,5.06,3.0,3.27582262,0.049,6170.0,1.21,1.13,-0.01,1,1,1173.57,0.44605771729155186,0,Kepler-645 b
4170,3.22,10.5,1.73,17.4211749,0.1341,5741.0,0.98,1.05,0.21,1,1,636.03,0.332677975210135,0,Kepler-648 b
4171,13.9,260.0,0.532,258.8,0.853931,6220.0,1.44,1.25,0.17,1,4,303.728,0.3841187669898856,0,Kepler-65 e
4172,2.96,9.06,1.92,3.03214559,0.0421,5849.0,1.35,1.08,0.13,1,1,884.378,0.3443485371736021,0,Kepler-650 b
4173,2.49,6.76,2.41,4.18200253,0.0503,5490.0,0.88,0.97,0.17,1,1,394.55,0.38906886979775873,0,Kepler-652 b
4174,1.95,4.46,3.31,14.70748976,0.1197,5665.0,1.19,1.02,0.23,1,2,595.634,0.4801809884561763,0,Kepler-653 b
4175,0.78,0.399,4.62,0.90037648,0.0186,5665.0,1.19,1.02,0.23,1,2,595.634,0.6740506336080897,0,Kepler-653 c
4176,2.07,4.94,3.06,13.72465129,0.1116,5865.0,1.11,1.04,0.04,1,1,974.124,0.4553418394219178,0,Kepler-654 b
4177,2.71,7.8,2.15,46.4063358,0.2559,6170.0,1.24,1.15,0.0,1,1,752.562,0.38068137407050057,0,Kepler-655 b
4178,1.41,2.57,5.04,5.25449393,0.0602,5550.0,0.95,1.05,0.46,1,2,890.352,0.6516991784501088,0,Kepler-656 c
4179,3.52,12.2,1.54,24.54350418,0.1654,5808.0,1.01,1.01,0.03,1,1,1691.88,0.3201378944841697,0,Kepler-657 b
4180,2.8,8.25,2.07,17.815815,0.1352,5962.0,0.97,1.04,-0.2,1,1,1202.96,0.36239769143826867,0,Kepler-66 b
4181,2.6,7.27,2.27,4.99678284,0.0559,5264.0,0.82,0.86,0.03,1,1,1063.09,0.37675608293914786,0,Kepler-663 b
4182,2.66,7.56,2.21,2.52559332,0.0374,5754.0,1.02,1.01,0.07,1,1,1210.12,0.3699935300092305,0,Kepler-664 b
4183,2.4,6.35,2.52,4.49876092,0.0542,5887.0,1.05,1.03,0.01,1,1,1508.71,0.40008058154595444,0,Kepler-666 b
4184,4.73,20.1,1.04,41.43962808,0.2288,5327.0,0.87,0.91,0.15,1,1,2302.45,0.29345713491455183,0,Kepler-667 b
4185,4.83,20.8,1.01,4.12554687,0.0529,6038.0,1.2,1.15,0.14,1,1,2063.41,0.278552234101211,0,Kepler-669 b
4186,2.69,7.7,2.17,4.28095859,0.0503,5624.0,0.95,0.97,0.08,1,1,1168.26,0.3673905587776627,0,Kepler-671 b
4187,2.5,6.8,2.39,38.3774623,0.2163,5627.0,0.92,0.95,-0.01,1,1,1033.93,0.39980702915558936,0,Kepler-672 b
4188,6.54,34.8,0.684,3.72873109,0.0455,5355.0,0.84,0.88,0.0,1,1,918.21,0.2640278627351606,0,Kepler-673 b
4189,5.38,25.0,0.882,6.57531678,0.067,5723.0,0.99,1.0,0.06,1,1,1954.08,0.2729430959044269,0,Kepler-677 b
4190,5.14,23.1,0.935,7.27503724,0.0732,5520.0,0.91,0.94,0.07,1,1,1826.15,0.2757059787738823,0,Kepler-678 b
4191,3.01,9.32,1.88,12.39358604,0.0983,5403.0,0.84,0.87,-0.09,1,1,922.244,0.34401197425299407,0,Kepler-679 b
4192,13.9,267.0,0.546,632.62,1.469,5847.0,1.26,1.06,0.11,2,4,144.166,0.29571343507086806,0,Kepler-68 d
4193,11.2,86.44933,0.338,3455.0,4.6,5847.0,1.26,1.06,0.11,2,4,144.166,0.13046730067946194,0,Kepler-68 e
